258,30,15,65
259,63,37,95
260,75,37,83
261,80,105,100
262,10,10,55
263,85,75,115
264,115,85,100
265,75,115,85
266,64,50,41
267,84,70,51
268,134,110,61
269,164,150,71
270,90,130,110
271,130,90,90
272,100,100,100
273,45,35,70
274,65,45,95
275,85,65,120
276,110,75,145
277,60,40,45
278,85,60,55
279,120,70,80
280,160,80,100
281,70,50,40
282,85,70,50
283,110,90,60
284,150,110,70
285,55,35,35
286,90,70,70
287,30,41,60
288,70,61,100
289,45,35,20
290,35,55,15
291,70,50,65
292,35,55,15
293,50,70,65
294,30,30,30
295,50,50,50
296,70,70,70
297,40,50,30
298,70,40,60
299,100,60,80
300,55,30,85
301,85,60,125
302,30,30,85
303,50,100,65
304,25,25,40
305,35,35,50
306,65,65,80
307,85,65,100
308,30,32,65
309,60,62,60
310,40,60,35
311,130,80,70
312,60,60,30
313,80,80,90
314,160,100,100
315,45,90,40
316,90,45,160
317,90,45,40
318,51,23,28
319,71,43,48
320,91,63,68
321,60,30,25
322,120,60,50
323,20,40,20
324,45,135,30
325,45,45,50
326,65,65,70
327,75,75,50
328,85,125,20
329,85,85,50
330,105,125,50
331,70,100,30
332,90,140,40
333,110,180,50
334,140,230,50
335,40,55,60
336,60,75,80
337,100,85,100
338,45,40,65
339,75,60,105
340,75,80,135
341,50,40,95
342,40,50,95
343,73,55,85
344,47,55,85
345,60,45,65
346,43,53,40
347,73,83,55
348,90,20,65
349,120,40,95
350,140,70,105
351,70,35,60
352,90,45,60
353,60,40,35
354,100,70,40
355,120,100,20
356,85,140,20
357,25,35,60
358,45,65,80
359,60,60,60
360,100,45,10
361,70,50,70
362,100,80,100
363,85,40,35
364,115,60,55
365,40,60,50
366,70,90,80
367,110,110,80
368,115,60,90
369,100,60,65
370,55,65,70
371,95,85,70
372,48,43,60
373,78,73,60
374,80,65,35
375,120,85,55
376,40,55,55
377,70,105,75
378,41,77,23
379,81,97,43
380,95,50,75
381,125,100,45
382,15,20,80
383,60,79,81
384,70,70,70
385,90,70,40
386,75,35,45
387,115,65,65
388,165,75,75
389,40,90,25
390,70,130,25
391,68,83,51
392,50,70,65
393,130,60,75
394,150,60,115
395,23,48,23
396,50,50,50
397,80,80,80
398,120,80,100
399,40,50,25
400,60,70,45
401,80,90,65
402,64,85,32
403,104,105,52
404,84,105,52
405,90,130,55
406,30,55,97
407,75,60,50
408,95,100,50
409,135,80,100
410,145,130,120
411,55,80,30
412,75,100,50
413,135,130,70
414,145,150,110
415,100,200,50
416,50,100,50
417,75,150,50
418,80,90,110
419,100,120,110
420,90,80,110
421,130,100,110
422,100,90,90
423,150,90,90
424,150,140,90
425,180,160,90
426,150,90,95
427,180,100,115
428,100,100,100
429,150,50,150
430,180,20,150
431,70,160,90
432,95,90,180
433,68,64,31
434,89,85,36
435,109,105,56
436,58,44,61
437,78,52,81
438,104,71,108
439,51,53,40
440,66,68,50
441,86,88,60
442,55,30,60
443,75,50,80
444,120,70,100
445,45,40,31
446,85,60,71
447,25,41,25
448,85,51,65
449,65,34,45
450,85,49,60
451,120,79,70
452,30,35,55
453,70,65,90
454,125,40,58
455,165,60,58
456,42,118,30
457,52,168,30
458,29,45,36
459,59,85,36
460,79,105,36
461,69,95,36
462,94,50,66
463,30,42,70
464,80,102,40
465,45,70,95
466,65,35,85
467,105,55,115
468,35,45,35
469,60,70,85
470,48,48,34
471,83,68,39
472,100,66,115
473,50,34,70
474,80,44,80
475,66,44,85
476,76,84,105
477,136,94,135
478,60,60,105
479,125,52,71
480,55,42,85
481,82,64,112
482,30,50,45
483,63,47,74
484,93,67,84
485,24,86,23
486,89,116,33
487,80,95,10
488,25,45,60
489,5,5,30
490,65,45,91
491,92,108,35
492,70,45,42
493,90,65,82
494,130,95,102
495,170,115,92
496,85,40,5
497,70,40,60
498,110,70,90
499,145,88,112
500,72,78,32
501,112,118,47
502,50,90,65
503,90,110,95
504,61,40,50
505,106,65,85
506,100,72,46
507,49,56,66
508,69,76,91
509,20,50,50
510,62,50,40
511,92,75,60
512,132,105,30
513,120,65,125
514,70,115,60
515,85,95,50
516,140,130,40
517,100,125,50
518,123,67,95
519,95,67,83
520,50,95,80
521,76,86,95
522,110,130,95
523,60,110,65
524,95,125,95
525,130,80,80
526,80,70,90
527,125,65,80
528,165,95,110
529,55,145,40
530,100,135,45
531,80,70,110
532,50,77,91
533,65,107,86
534,65,107,86
535,65,107,86
536,65,107,86
537,65,107,86
538,75,130,95
539,105,105,80
540,125,70,115
541,120,120,90
542,120,100,100
543,90,106,77
544,160,110,100
545,100,120,90
546,120,100,90
547,70,120,85
548,80,80,80
549,100,100,100
550,90,90,125
551,100,100,100
552,103,75,127
553,120,120,120
554,100,100,100
555,45,55,63
556,60,75,83
557,75,95,113
558,63,45,45
559,93,55,55
560,123,65,65
561,55,45,45
562,75,60,60
563,100,85,70
564,55,39,42
565,85,69,77
566,60,45,55
567,80,65,60
568,110,90,80
569,50,37,66
570,88,50,106
571,53,48,64
572,98,63,101
573,53,48,64
574,98,63,101
575,53,48,64
576,98,63,101
577,25,45,24
578,55,85,29
579,55,50,43
580,77,62,65
581,115,80,93
582,60,32,76
583,100,63,116
584,75,85,15
585,105,105,20
586,135,130,25
587,45,43,72
588,57,55,114
589,85,40,68
590,135,60,88
591,60,86,50
592,60,126,50
593,80,55,35
594,105,85,40
595,140,95,45
596,50,40,64
597,65,55,69
598,95,75,74
599,100,85,45
600,125,75,85
601,53,70,42
602,63,90,42
603,103,80,92
604,45,59,57
605,55,99,47
606,100,89,112
607,27,60,66
608,67,85,116
609,35,50,30
610,60,75,90
611,92,65,98
612,72,35,65
613,82,45,74
614,117,80,92
615,90,45,50
616,140,55,95
617,30,105,55
618,86,67,60
619,65,85,55
620,95,125,45
621,75,70,48
622,90,115,58
623,58,80,97
624,30,85,30
625,50,145,30
626,78,103,22
627,108,133,32
628,112,45,70
629,140,65,110
630,50,62,65
631,95,82,75
632,65,40,65
633,105,60,105
634,50,40,75
635,95,60,115
636,30,50,45
637,45,70,55
638,55,95,65
639,30,40,20
640,40,50,30
641,65,75,30
642,44,50,55
643,87,63,98
644,50,50,44
645,65,65,59
646,95,85,79
647,60,50,75
648,100,70,95
649,75,60,103
650,75,45,60
651,135,105,20
652,55,45,15
653,85,70,30
654,40,50,40
655,60,70,60
656,75,80,65
657,47,50,65
658,77,60,108
659,50,91,10
660,94,131,20
661,55,70,30
662,80,95,50
663,100,115,90
664,55,40,60
665,85,70,40
666,115,80,50
667,55,55,30
668,75,75,40
669,30,55,20
670,40,60,55
671,55,90,80
672,87,60,57
673,117,70,67
674,147,90,97
675,70,40,40
676,110,80,50
677,50,30,105
678,40,85,25
679,70,40,145
680,66,84,32
681,85,50,65
682,125,60,105
683,120,90,48
684,74,50,35
685,124,80,55
686,85,70,60
687,125,100,70
688,110,95,55
689,83,50,60
690,123,75,80
691,55,75,60
692,65,105,80
693,97,66,65
694,109,112,109
695,65,50,38
696,85,70,58
697,105,90,98
698,85,55,60
699,60,65,100
700,90,129,108
701,129,90,108
702,90,72,108
703,115,70,111
704,100,80,121
705,115,70,111
706,105,70,101
707,120,100,90
708,150,120,90
709,125,90,101
710,145,90,91
711,130,90,95
712,170,100,95
713,120,90,95
714,72,90,108
715,72,90,108
716,77,77,90
717,128,90,128
718,120,95,99
719,61,65,38
720,78,95,57
721,107,122,64
722,45,40,60
723,59,58,73
724,69,72,104
725,56,40,71
726,63,52,97
727,95,67,122
728,36,38,57
729,56,77,78
730,50,43,62
731,73,55,84
732,81,71,126
733,35,40,35
734,22,60,29
735,52,50,89
736,50,58,72
737,68,72,106
738,38,39,42
739,45,47,52
740,65,68,75
741,65,48,52
742,100,62,68
743,82,62,43
744,124,78,58
745,80,60,102
746,48,54,68
747,48,76,104
748,48,76,104
749,80,100,28
750,110,150,35
751,150,50,60
752,50,150,60
753,52,60,23
754,72,72,29
755,48,66,49
756,80,86,72
757,54,53,45
758,92,88,73
759,52,67,50
760,105,115,68
761,60,60,30
762,75,90,44
763,53,62,44
764,73,88,59
765,38,33,70
766,55,52,109
767,89,77,48
768,121,119,71
769,59,50,46
770,77,72,58
771,65,65,60
772,92,75,118
773,58,57,101
774,50,150,50
775,50,35,40
776,75,53,60
777,100,70,80
778,80,91,75
779,70,48,38
780,110,76,56
781,66,70,51
782,66,70,56
783,66,70,46
784,66,70,41
785,90,122,84
786,85,122,99
787,95,122,69
788,100,122,54
789,69,85,28
790,117,184,28
791,30,35,55
792,70,80,123
793,131,95,99
794,131,95,99
795,100,121,95
796,100,150,50
797,160,110,110
798,110,60,70
799,160,60,80
800,110,120,70
